date,Lune,Lhh,Lpar,Pcpi,Ygdp,YgdpNom,SavHh,Cpr,Idwell,Iotc,Ygne,Xtot,Mtot,CprNom,XtotNom,MtotNom,Ywss,Yhdi,Lwge,Pulc,Tprl,Tgst,Ttot,Imin,IminNom,Inonmin,InonminNom,Xmet,Xccb,Xomf,Xagr,XagrNom,Wfor,KMin,KBiz,KDwell,PcpiRent,Xsvc,Pxsvc,Xmex,Xmac,Xtrn,Xotm,Xonr,Xgpr,R10y,R90d,Rusd,RtwiNom,R10yReal,Rmort,Whh,IdwellNom,IotcNom,Cgov,CgovNom,Ygoa,Lsup,Lpop,IvtNonfarm,Tcit,Ytsf,Ygdw,LempPub,LempEdu,LempHlt,BizLns,BizBnd,Ygmi,YprpR,YprpP,Lemp,LhrsAll,LhrsPub,LhrsEdu,LhrsHlt,Igov,Ipubent,Pgne,Phouse,IvtFar,Fpcpi,Fpoil,Fpcom,Fpagr,Fr10yUs,Fr10yJp,Fr10yDe,Fr10yUk,FcGdp,FcPpp,KTotal,PeRatio,EqEarn,Lnom,XmetNom,XccbNom,XomfNom,XmexNom,XmacNom,XtrnNom,XotmNom,XonrNom,XgprNom,CconsRentNom,CconsRent,GovDef,GovDebt,Rbiz,BizEq,TcorpRate,KdepRate,DumTsfTot,Peq,LavhMkt,Tpit,IntStu,PcpiExGst,ShockGst,KNbiz,KOther
1974-09-01,,,,14.2,156046,16776,1789,81039,9345,5580,138816,17289,12881,9321,2321,2702,9705,12114,,,235,0,4425,,,,,7450,2215,836,2722,761,,,,,8.5,2606,14.2,1006,210,251,512,597,,,0.139333,1.428433,1.14866667,,0.1038,,740,138,25780,2687,3644,,,,578,804,680,,,,,,2175,1310,567,,,,,,4155,3656,12.2,,18,0.393729080875513,,0.2414,0.5639589726468,0.0796333333333333,0.0918000030517578,0.108,0.142866666666667,,,,,,,321,145,35,189,82,53,133,23,27,1165,15060,,,,,,,0,,,2103,,0.134314156690141,0,,
1974-12-01,,,,14.7,156226,17672,2202,80519,8750,4486,136197,18103,12094,9731,2548,2800,10189,12924,,,266,0,4454,,,,,7785,2292,733,2837,787,,,,,8.83,2455,15.4,1121,224,244,457,698,,,0.1015,1.3179,1.053,,0.1038,,721,113,26476,2920,3944,,,,623,877,697,,,,,,2237,1438,582,,,,,,4287,4413,12.9,,83,0.397706142298498,,0.2504,0.6052555602642,0.0767,0.0952999973297119,0.104,0.155633333333333,,,,,,,400,173,28,227,89,49,132,39,26,1234,15251,,,,,,,0,,,2028,,0.139054463446604,0,,
1975-03-01,,,,15.3,156823,18024,2485,82317,8591,4950,135028,17816,10365,10208,2557,2486,10494,13696,,,276,0,4301,,,,,7258,2228,890,3203,870,,,,,9.12,2520,15.4,1178,169,208,428,452,,,0.089,1.3529,1.053,,0.1038,,734,130,26980,3105,3972,,,,603,883,768,,,,,,2287,1541,579,,,,,,4037,4633,13.2,,-29,0.401723376059089,,0.230766666666667,0.4951691878437,0.0754,0.0960000038146973,0.0906666666666667,0.135466666666667,,,,,,,401,170,45,239,73,43,126,32,28,1302,15437,,,,,,,0,,,1883,,0.14432168527759,0,,
1975-06-01,,,,15.8,161783,18857,2277,83009,8568,5322,139587,18569,10001,10672,2730,2477,10676,13989,,,293,0,4510,,,,,7053,2409,1055,3380,848,,100859,574316,699158,9.48,2332,15.9,1199,285,173,465,670,,,0.091667,1.336667,1.053,,0.1013,,758,157,27691,3256,4521,,,,702,1018,801,,,,,,2313,1578,632,,,,,,4673,4221,13.3,,-213,0.405781187938474,,0.217366666666667,0.437576620874967,0.0805,0.0935000038146973,0.086,0.1284,,,1883124,,,,407,246,51,233,123,34,137,37,27,1369,15596,,,,,,,0,,,1859,,0.149588907108576,0,473457,609650
1975-09-01,,,,15.9,159991,19430,2347,82423,9370,5725,139029,18126,10156,10975,2624,2536,11119,14430,,,300,0,4642,,,,,7144,1728,851,3571,884,,101492.015586214,578765.373788988,708112.498720881,9.92,2382,16.2,1085,209,132,427,664,,,0.081333,1.2777,1.053,,0.102133,,862,185,28756,3460,4396,,,,671,1103,847,,,,,,2380,1563,658,,,,,,4684,3968,14,,42,0.40987998781664,,0.2201,0.45598658238,0.0829666666666667,0.0917000007629395,0.085,0.1276,,,1901614.36061328,,,,408,218,41,189,87,26,121,39,28,1460,15777,,,,,,,0,,,1904,,0.150642415771914,0,477273.358202774,614736.488103411
1975-12-01,,,,16.8,157586,20367,2469,80816,10459,5750,136180,18520,10656,11349,2701,2697,11598,14962,,,309,0,5070,,,,,7268,2161,791,3795,957,,102129.004132029,583249.482760823,717181.682602115,10.28,2349,17,1066,200,152,435,524,,,0.079,1.2625,1.053,,0.1038,,994,191,28413,3673,4665,,,,694,1287,896,,,,,,2521,1627,661,,,,,,4809,3923,14.9,,37,0.413978787694807,,0.212866666666667,0.425851005637067,0.0806333333333333,0.0911999988555908,0.0853333333333333,0.1358,,,1920296.5796263898,,,,432,265,35,177,89,33,124,43,28,1538,15948,,,,,,,0,,,2131,,0.159069842107209,0,481120.478628794,619865.414263452
1976-03-01,,,,17.3,164568,21333,2259,82271,11874,6267,144343,18603,11032,11889,2833,2903,11967,15324,,,324,0,5512,,,,,8012,2009,701,3994,967,,102769.990572705,587768.5998134391,726367.020479246,10.61,2331,17.5,1121,224,134,410,591,,,0.081333,1.256033,1.053,,0.100467,,1154,204,29475,3807,4816,,,,706,1149,949,,,,,,2689,1618,678,,,,,,4275,3619,14.9,,-66,0.418118575571755,,0.2231,0.4365257476974,0.0775333333333333,0.0902000045776367,0.0813333333333333,0.1244,,,1939172.7528459202,,,,489,251,37,190,101,27,123,37,27,1610,16101,,,,,,,0,,,2394,,0.163283876760563,0,484998.609240734,625037.132553235
1976-06-01,,,,17.7,165058,22271,2146,83902,12451,6146,144008,19333,11273,12425,3079,3000,12506,15775,,,334,0,5913,,,,,7961,2791,855,3997,1015,,103415,592323,735670,10.9,2373,18.2,1152,178,213,399,717,,,0.1004,1.2339,1.053,,0.0988,,1260,211,29082,3954,5256,,,,779,1262,929,,,,,,2714,1718,733,,,,,,4186,4096,15.5,,-88,0.422299761327472,,0.232866666666667,0.475416771735067,0.0777333333333333,0.0869999980926514,0.0806666666666667,0.127633333333333,,,1958245,,,,506,330,46,207,82,48,121,44,30,1677,16279,,,,,,,0,,,2611,,0.167497589928211,0,488908,630252
1976-09-01,,,,18.1,166399,23048,2711,85867,12885,5871,144543,20818,11824,12982,3320,3215,12885,16914,,,356,0,5742,,,,,8537,2212,1204,4452,1165,,103714.446876869,596858.085307625,746007.797933444,11.38,2432,18.4,1333,182,149,460,787,,,0.094467,1.2414,1.053,,0.0988,,1338,214,29159,4050,5576,,,,797,1505,1024,,,,,,2763,1885,760,,,,,,4198,3825,15.9,,-85,0.426522758940747,,0.2414,0.501926111325867,0.0773,0.0877000045776367,0.0826666666666667,0.138033333333333,,,1977461.5226192,,,,542,293,66,250,82,34,144,47,30,1777,16485,,,,,0.46,,0,,,2369,,0.171711303095858,0,493143.638430756,634595.639378131
1976-12-01,,,,19.2,167832,23782,2505,86793,13005,6131,146447,20409,11814,13548,3267,3336,13165,17301,,,359,0,6049,,,,,7922,2363,783,4504,1168,,104014.76082749,601430.733003697,756490.864895275,11.71,2421,18.8,1338,197,107,394,780,,,0.0934,1.108267,0.948,,0.0988,,1379,225,28731,4144,5677,,,,796,1529,1080,,,,,,2976,1943,803,,,,,,4244,4008,16.4,,-146,0.430787986530154,,0.2457,0.5168129949526,0.0719,0.0876000022888184,0.0766666666666667,0.154333333333333,,,1996890.81262218,,,,536,314,40,258,94,24,130,53,32,1865,16728,,,,,0.46,,0,,,2675,,0.181719153169014,0,497415.972176207,638969.214723208
1977-03-01,,,,19.6,166929,24313,2536,86664,12467,5836,146513,19299,11852,13837,3398,3724,13490,17652,,,368,0,6323,,,,,7384,2337,817,4370,1174,,104315.944362549,606041.2635075541,767121.242238083,12,2395,19.7,1228,174,143,437,781,,,0.093233,1.0956,0.924,,0.0988,,1382,225,29573,4228,5776,,,,780,1668,1130,,,,,,3025,2026,839,,,,,,4334,4040,16.8,,-92,0.435095866395456,,0.2732,0.591133113170767,0.0735333333333333,0.0872999954223633,0.0713333333333333,0.132833333333333,,,2016535.4380968502,,,,558,322,53,268,87,35,148,43,31,1948,16921,,,,,0.46,,0,,,2862,,0.185932930633803,0,501725.319145005,643372.932351213
1977-06-01,,,,20.1,169294,25138,2393,87531,12503,5466,149578,19383,11732,14327,3479,3793,13940,18036,,,358,0,6525,,,,,8051,2632,782,4071,1185,,104618,610690,777901,12.25,2335,20.4,1195,202,143,464,597,,,0.109167,1.107967,0.925,,0.0988,,1401,216,29003,4370,5902,,,,783,1634,1183,,,,,,2982,2044,885,,,,,,4442,4075,17.2,,116,0.43944682505941,,0.2791,0.626750647324333,0.0737,0.0840999984741211,0.0656666666666667,0.121866666666667,,,2036398,,,,597,365,50,265,103,36,159,55,33,2025,17102,,,,,0.46,0.04476565,0,,,3020,,0.190146579504309,0,506072,647807
1977-09-01,,,,20.5,168568,25478,2144,87722,13544,5661,147493,19910,11275,14672,3512,3783,14080,18173,,,390,0,6865,,,,,8366,2509,774,4219,1187,,105495.644221312,615948.432120977,788525.114699414,12.51,2347,20.5,1280,178,174,425,680,,,0.106833,1.111733,0.91833333,,0.0988,,1526,225,29554,4491,6067,,,,781,1869,1243,,,,,,3032,2119,911,,,,,,4336,4142,17.6,,12,0.443841293310004,,0.258366666666667,0.520859215707933,0.0735666666666667,0.0730999994277954,0.0626666666666667,0.120633333333333,,,2056227.3312355098,,,,623,344,49,270,95,45,152,48,34,2109,17378,,,,,0.46,0.04431765,0,,,3315,,0.193833763380282,0,510452.787899665,651753.784415119
1977-12-01,,,,21,168041,25766,2442,87790,12812,5484,144281,21099,10806,15039,3620,3634,14455,18874,,,385,0,6519,,,,,8022,2675,872,4774,1247,,106380.651032037,621252.1489108771,799294.327313787,12.84,2416,20.7,1249,151,160,465,840,,,0.099267,1.1308,0.901,,0.0988,,1468,231,29507,4609,6089,,,,759,1790,1314,,,,,,3020,2108,942,,,,,,4083,4304,18,,-85,0.448279706243104,,0.257966666666667,0.513095630184133,0.0759666666666667,0.068600001335144,0.0616666666666667,0.105766666666667,,,2076271.0909624402,,,,604,372,57,264,82,42,160,44,40,2201,17599,,,,,0.46,0.04431765,0,,,3003,,0.198574263028169,0,514871.49787884,655724.614737776
1978-03-01,415.34454095,,0.611059428,21.3,169212,26614,3004,88093,12987,5387,145557,20246,11251,15251,3505,3826,14904,19680,2882,,390,0,6668,,,,,7715,2704,971,4272,1195,,107273.082197206,626601.540405386,810210.619505173,13.06,2547,21,1234,144,145,491,682,,,0.096933,1.139267,0.884,,0.094633,,1499,237,30598,4786,6436,6415.49051265,,,821,1881,1385,,,,,,3142,2186,953,6000.14597175,,,,,4268,4258,18.4,,-51,0.452762503305536,,0.267033333333333,0.544626896032833,0.0801,0.0626999998092651,0.058,0.107333333333333,,,2096531.79737896,,,,574,371,62,251,84,41,171,60,35,2281,17823,,,,,0.46,0.04431765,0,,,2988,,0.201207873943662,0,519328.45820818,659719.637468401
1978-06-01,402.8747,,0.611097,21.7,170637,27411,2493,90060,13194,5346,149357,20454,11678,15961,3678,4042,15020,19910,2919,,396,0,6809,,,,,8334,2872,1084,4088,1199,,108173,631997,821276,13.27,2704,21.1,1256,177,157,536,683,,,0.106967,1.137967,0.87,,0.0938,,1531,242,30278,4854,6707,6435.399047,,,837,1850,1423,,,,,,3148,2234,982,6032.524394,,,,,4189,4167,18.8,,6,0.457290128338591,,0.2731,0.570435114611933,0.0832,0.0603000020980835,0.0586666666666667,0.122233333333333,,,2117012,,,,604,402,65,254,103,42,183,65,43,2363,18065,,,,,0.46,0.04431765,0,,,2986,,0.205421651408451,0,523824,663739
1978-09-01,407.15,,0.609188,22.1,173231,28331,3101,89861,12642,5337,150644,20456,12075,16255,3713,4299,15286,20828,2958,,405,0,7053,,,,,7887,2330,1041,4089,1215,,109473.122526227,638817.492380567,831859.892546489,13.57,2852,21.8,1489,153,147,535,623,,,0.097533,1.1546,0.84,,0.0938,,1473,242,31238,5074,6966,6439.660105,,,879,2043,1477,,,,,,3791,2363,1015,6032.510074,,,,,4046,4344,19.2,,98,0.461863029621977,,0.271166666666667,0.5465164738462,0.0849,0.0605999994277954,0.063,0.123266666666667,,,2139825.64921946,,,,604,329,64,308,94,45,198,63,37,2449,18287,,,,,0.46,0.04389525,0,,,3072,,0.209108706690141,0,529344.36985434,669148.264292404
1978-12-01,406.0462,,0.607253,22.6,174637,29076,3085,88945,13028,5651,151614,21581,12397,16615,4017,4555,15393,21203,2981,,404,0,7214,,,,,8228,2808,1375,4117,1264,,110788.871119802,645711.787779763,842580.181117501,13.86,2960,22.6,1588,157,171,604,670,,,0.0923,1.158633,0.827,,0.092967,,1538,260,31125,5079,7268,6445.041318,,,909,1939,1536,,,,,,3915,2431,1047,6038.995076,,,,,4235,4403,19.5,,70,0.466481659918197,,0.2847,0.574464703450133,0.0882,0.0619000005722046,0.0656666666666667,0.129766666666667,,,2162893.58128638,,,,646,389,77,344,96,53,217,50,37,2551,18523,,,,,0.46,0.04389525,0,,,3045,,0.213849077743745,0,534922.916659961,674601.612389116
1979-03-01,407.9678,,0.606354,23,179443,30536,3407,89903,13865,5830,156618,22816,11804,17080,4447,4463,16141,22034,3127,,420,0,7575,,,,,8560,2831,1160,4782,1572,,112120.433589162,652680.6871094509,853438.623466661,14.15,3009,23,1460,178,231,601,605,,,0.087567,1.126633,0.825,,0.0913,,1642,281,30950,5193,7575,6464.603634,,,941,2108,1609,,,,,,3992,2549,1070,6056.635823,,,,,4271,4234,19.9,,92,0.471146476517378,,0.351133333333333,0.587823372056867,0.0910666666666667,0.0609999990463257,0.0703333333333333,0.132066666666667,,,2186218.7141354,,,,695,392,81,349,111,73,237,42,40,2644,18781,,,,,0.46,0.04389525,0,,,3230,,0.217535875836869,0,540560.253520289,680099.403559288
1979-06-01,409.9051,,0.60592,23.6,176553,31004,3298,90306,14168,5972,154352,22655,12365,17523,4773,4863,16175,22423,3136,,442,0,7799,,,,,7981,3017,1016,5027,1803,,113468,659725,864437,14.4,2949,23.7,1442,167,219,619,642,,,0.104067,1.109433,0.83,,0.0913,,1707,298,30593,5273,7649,6487.962132,,,892,1925,1686,,,,,,4360,2630,1101,6078.057039,,,,,4146,4707,20.4,,117,0.475857941282552,,0.4315,0.625317012937267,0.0911333333333333,0.0694999980926514,0.077,0.119,,,2209804,,,,675,423,92,384,108,71,248,66,48,2736,19037,,,,,0.46,0.04389525,0,,,3419,,0.223329691256671,0,546257,685642
1979-09-01,404.3406,,0.605878,24.2,178193,32077,3140,90435,13925,5977,153750,22498,11948,17995,4962,4916,16698,22805,3213,,445,0,8358,,,,,7605,2641,815,5116,1897,,114752.280921197,665989.5088753661,875977.579208246,14.7,2936,25.1,1489,183,227,620,663,,,0.098367,1.129467,0.83433333,,0.0913,,1717,322,31100,5477,8127,6513.986763,,,1113,2165,1739,,,,,,4405,2648,1141,6109.646134,,,,,3925,4460,20.9,,-79,0.480616520695378,,0.474566666666667,0.6608895352637,0.0910333333333333,0.0806999969482422,0.0766666666666667,0.123866666666667,,,2232053.68364242,,,,684,370,97,424,121,76,258,83,63,2834,19341,,,,,0.46,0.04391912,0,,,3584,,0.228596913087657,0,551237.227954169,690086.595558808
1979-12-01,406.7597,,0.609251,24.9,181623,33358,3225,90811,14506,6440,156161,24818,12451,18477,5718,5296,17258,23428,3270,,463,0,8541,,,,,8726,3058,986,5674,2276,,116051.097900882,672313.958573784,887672.229758258,14.92,3083,25.4,1374,175,208,643,747,,,0.100933,1.099033,0.83566667,,0.0913,,1800,338,31790,5695,8536,6578.874099,,,1113,2169,1797,,,,,,4422,2770,1178,6172.114361,,,,,4014,4821,21.3,,54,0.485422685544456,,0.513033333333333,0.659214839472767,0.104466666666667,0.078600001335144,0.0786666666666667,0.1429,2950567.5994538,1.673,2254546.19103015,,,,813,432,133,432,120,72,280,79,71,2935,19591,,,,,0.46,0.04391912,0,,,3774,,0.235444558656505,0,556262.860672902,694560.002698108
1980-03-01,398.9143,,0.610283,25.4,182478,34269,3205,91947,14916,6507,157697,23668,12260,19287,5801,5538,17743,24273,3353,,481,0,9111,,,,,8979,3036,823,4832,2025,,117364.615464583,678698.927576257,899523.008563986,15.1,3090,26.6,1604,191,201,663,750,,,0.1052,1.096233,0.837,,0.092967,,1898,350,31375,5877,8690,6618.360275,,,1173,2162,1837,,,,,,4704,2809,1222,6219.445935,,,,,3596,4980,21.8,,206,0.479294133554736,,0.518333333333333,0.6756855033467,0.119866666666667,0.0864000034332275,0.086,0.146933333333333,2988187.33634684,1.64875,2277284.34432593,,,,902,436,100,579,134,71,301,90,77,3032,19822,,,,,0.46,0.04391912,0,,,3831,,0.24071178048749,0,561334.312111674,699062.408185687
1980-06-01,416.0017,,0.613202,26.2,182929,35041,3717,92256,15065,6974,157592,22708,12032,19766,5623,5610,18351,25319,3439,,479,0,9145,,,,,8291,3082,717,4450,1947,,118693,685145,911531.999999999,15.35,2952,27.4,1464,175,218,651,772,,,0.136467,1.138233,0.84766667,,0.0988,,1990,364,32438,6115,9154,6679.292152,,,1229,2179,1962,,,,,,4838,3042,1309,6263.290434,,,,,3915,4758,22.3,,-351,0.49525125435788,,0.509533333333333,0.672902063652933,0.104766666666667,0.0999999046325684,0.086,0.141033333333333,3025807.07323987,1.6245,2300271,,,,907,445,95,441,128,79,294,117,69,3147,20081,,,,,0.46,0.04391912,0,,,3870,,0.247559426056338,0,566452,703594.000000001
1980-09-01,412.3253,,0.614687,26.6,183921,36201,3613,92979,16683,6793,163112,22269,13448,20380,5579,6357,19059,25877,3562,,501,0,9373,,,,,8264,2212,707,4574,1959,,121235.85988812501,694141.480111195,924862.705954887,15.72,3243,26.9,1244,202,196,688,860,,,0.122967,1.162367,0.857,,0.1025,,2277,384,31825,6313,9113,6725.585933,,,1205,2364,2020,,,,,,4644,2971,1318,6313.260672,,,,,3855,4697,22.9,,109,0.507283403089945,,0.491533333333333,0.694316544252333,0.109533333333333,0.0860999965667725,0.0793333333333333,0.134166666666667,3063426.81013291,1.60025,2327054.17615087,,,,864,314,105,373,149,77,304,104,69,3263,20372,,,,,0.46,0.04401341,0,,,3919,,0.251772817738278,0,572905.62022307,708049.990084788
1980-12-01,402.9424,,0.612114,27.2,187071,37859,3880,93859,16585,6999,163663,22577,13188,21039,5676,6262,19873,26857,3682,,516,0,10090,,,,,7880,3311,783,4185,1920,,123833.197600644,703265.964513251,938388.366909991,15.94,3330,26.7,1292,208,257,699,663,,,0.116467,1.172533,0.867,,0.105,,2318,412,33771,6836,9878,6731.9045,,,1325,2533,2086,,,,,,4845,3321,1402,6328.962074,,,,,3850,5180,23.6,,-6,0.517999727187474,,0.526533333333333,0.7076302553448,0.124233333333333,0.0921000003814697,0.0856666666666667,0.1344,3101046.54702595,1.576,2354188.53219679,,,,847,498,110,374,153,92,314,92,76,3373,20666,,,,,0.46,0.04401341,0,,,4393,,0.257040039569264,0,579432.766912607,712534.200773548
1981-03-01,389.2322,,0.611167,27.8,187774,38611,3776,94334,16260,6845,164854,21543,12539,21658,5574,6051,20576,27434,3782,,530,0,10343,,,,,7720,3227,1023,4058,1813,,126486.180261769,712520.458021645,952111.83398604,16.23,3285,27.2,1291,198,175,645,675,,,0.135333,1.165233,0.88166667,,0.115,,2345,447,33163,6856,10359,6758.109103,,,1387,2364,2179,,,,,,4765,3397,1517,6368.876926,,,,,3897,5232,23.9,,80,0.529940427089115,,0.515366666666667,0.670045228892533,0.1296,0.0940999984741211,0.0966666666666667,0.13823333333333301,3170820.09433403,1.55475,2381679.10280025,,,,839,492,163,366,149,68,297,86,75,3511,20921,,,,,0.46,0.04401341,0,,,4514,,0.263361091549296,0,586034.277759876,717046.810792565
1981-06-01,373.4981,,0.610543,28.4,190698,40046,3998,96208,16516,7073,168437,22755,14120,22527,5878,6905,21480,28593,3924,,580,0,10599,,,,,7664,4027,994,4092,1824,,129196,721907.000000001,966035.999999999,16.56,3319,28.3,1526,197,176,660,777,,,0.161833,1.145667,0.91066667,,0.115,,2454,458,33699,7105,10415,6783.475348,14923.3,,1271,2419,2281,,,,,,4730,3700,1616,6409.9772,,,,,3359,5231,24.5,,-12,0.543981587334725,,0.4805,0.6292253585985,0.1375,0.0828999996185303,0.103333333333333,0.1425,3240593.64164211,1.5335,2409531,,,25.6,866,680,143,400,155,69,301,93,80,3647,21196,,,,,0.46,0.04401341,0,,,4641,,0.269154906969097,0,592711.000000001,721588
1981-09-01,398.3411,,0.612217,29,194547,42221,3648,98493,16614,6898,173521,21943,14153,23557,5711,6842,22010,29366,4006,,602,0,11058,,,,,6951,3142,1499,4130,1695,,132994.887263742,733259.509336669,978820.710370556,16.99,3321,28.5,1399,185,217,710,713,,,0.154867,1.1426,0.94133333,,0.118333,,2550,448,34613,7537,11106,6835.708372,14988.7,,1304,2677,2369,,,,,,4994,3986,1732,6437.367239,,,,,3862,5878,25.2,,80,0.55165420930951,,0.475566666666667,0.597587119612833,0.148466666666667,0.0877999973297119,0.106,0.1544,3310367.1889502,1.51225,2437886.09349277,,,34.1,859,590,246,388,151,97,318,36,72,3789,21481,,,,,0.46,0.04423668,0,,,4957,,0.274422128800083,0,600264.622072927,725805.873785545
1981-12-01,407.588,,0.608749,30.2,193750,43420,4163,98758,16979,6394,173887,21158,14561,24249,5446,7163,22733,30640,4143,,622,0,11160,,,,,6881,3225,1318,4074,1643,,136905.477246164,744819.98619294,991774.616111946,17.43,3297,28.9,1292,209,157,628,708,,,0.1495,1.1381,0.91566667,,0.125,,2664,435,33087,7555,11189,6833.158804,15054.1,,1234,2778,2482,,,,,,4940,4354,1843,6425.570799,,,,,3605,5690,26.1,,84,0.556059331804806,,0.477366666666667,0.571608475525033,0.140866666666667,0.0902000045776367,0.0993333333333333,0.1602,3380140.73625828,1.491,2466643.00447011,,,34.5,833,566,216,313,172,69,298,41,69,3916,21778,,,,,0.46,0.04423668,0,,,4880,,0.286009759639686,0,607914.508946776,730048.402165224
1982-03-01,426.9176,,0.609686,30.8,192200,44349,4047,99491,16242,6277,170439,23658,15332,24969,6138,7829,23946,31295,4344,,705,0,11886,,,,,8686,2707,1233,4903,2048,,140931.054460993,756592.941899533,1004899.95638898,17.83,3394,30.8,1554,191,324,743,490,,,0.174067,1.074567,0.89366667,,0.126667,,2641,415,32168,7666,11087,6881.093597,15121.7,,1080,2696,2531,,,,,,4913,4514,1895,6454.176007,,,,,3709,5922,27,,-2,0.561380077649222,,0.443166666666667,0.563705498851,0.142933333333333,0.0792999982833862,0.0963333333333333,0.150133333333333,3471404.53613725,1.48075,2495808.6275402103,,,31.4,997,499,211,396,163,133,333,10,71,4039,22027,,,,,0.46,0.04423668,0,,,5622,,0.298331,0,615661.88743854,734315.729251697
1982-06-01,452.1885,,0.607224,31.5,193912,46042,4289,101660,15113,5703,171920,24489,15413,26154,6445,7788,24897,32756,4526,,721,0,11998,,,,,7340,3900,1467,4940,2146,,145075,768583,1018199,18.45,3498,31.1,1499,212,285,742,403,,,0.1947,1.043767,0.88133333,,0.135,,2525,386,34582,8409,11563,6888.623048,15184.2,,1041,3005,2624,,,,,,4921,4876,2046,6436.434531,,,,,3376,5912,27.6,,-64,0.569989448980996,,0.451566666666667,0.5434764162195,0.1393,0.0757999992370605,0.089,0.139466666666667,3562668.33601623,1.4705,2525390,,,28.1,927,713,236,372,186,124,342,50,74,4191,22268,,,,,0.46,0.04423668,0,,,5633,,0.305789,0,623508,738608
1982-09-01,490.5769,,0.605616,32.6,192629,46626,3789,101426,14211,5096,171243,23715,14363,26959,6438,7526,26008,33053,4752,,721,0,12701,,,,,7950,3181,1398,4703,1963,,148814.419911547,777637.5686648539,1027220.88084468,19.18,3493,31.3,1509,189,265,704,685,,,0.1664,0.9698,0.84666667,,0.135,,2425,363,33012,8295,11729,6902.920006,15239.3,,1020,2884,2729,,,,,,4390,4994,2172,6412.343105,,,,,3688,6314,28.2,,-116,0.57735195720939,,0.4384,0.5045614275656,0.131166666666667,0.0852999973297119,0.0896666666666667,0.123566666666667,3653932.1358952,1.46025,2546346.3126277,,,26.9,1028,706,240,393,175,128,329,65,75,4368,22498,,,,,0.46,0.04479828,0,,,6130,,0.314963,0,628823.148753307,741487.863118166
1982-12-01,611.8686,,0.608144,33.6,189529,47352,3781,102390,12794,4927,166416,23669,13903,27904,6589,7543,26109,34024,4813,,732,0,12646,,,,,7422,3460,1538,4873,2087,,152650.226252698,786833.8332120699,1036322.70120412,19.58,3389,31.9,1646,205,164,733,607,,,0.1382,0.957367,0.836,,0.135,,2221,351,34340,8781,12355,6959.892254,15288.9,,993,3619,2781,,,,,,4207,5309,2229,6348.023644,,,,,3890,5938,29.2,,-114,0.586951342393961,,0.435133333333333,0.4945578816647,0.106666666666667,0.0840999984741211,0.0813333333333333,0.110233333333333,3745195.93577418,1.45,2567535.48935782,,,16.3,992,753,283,423,191,77,368,19,73,4494,22703,,,,,0.46,0.04479828,0,,,5828,,0.323152,0,634183.606959372,744378.95494163
1983-03-01,669.7224,,0.604463,34.3,187699,47763,4031,102396,11714,5376,166072,21846,13142,28503,6132,7153,26119,34932,4866,,753,0,12521,,,,,7129,3636,1577,3801,1653,,156584.903457947,796174.664320556,1045505.16939247,19.91,3272,33.7,1687,201,168,697,695,,,0.132267,0.931767,0.807,,0.128333,,2082,373,35304,9223,12732,6950.267676,15346.2,,947,3475,2896,,,,,,4258,5591,2203,6280.545265,,,,,3754,5859,29.7,,-65,0.596565984718785,,0.408966666666667,0.512234874612567,0.105633333333333,0.0749998092651367,0.0773333333333333,0.1168,3887513.3813336,1.4545,2588961.15296464,,,19.2,893,790,293,448,190,79,333,68,75,4615,22862,,,,,0.46,0.04479828,0,,,5620,,0.330261,0,639589.760862609,747281.319251614
1983-06-01,712.651,,0.603114,35,187316,48277,3180,101717,11956,5765,165397,22492,13033,28861,6581,7305,25540,34523,4767,,742,0,12801,,,,,7895,3934,1506,3681,1657,,160621,805663,1054769,20.28,3283,34,1791,231,208,749,633,,,0.134367,0.874833,0.77166667,,0.125,,2140,407,35214,9028,13412,6968.61033,15393.5,,1152,3699,2933,,,,,,4327,5563,2260,6255.959379,,,,,3842,6457,30,,23,0.6067273035419,,0.4234,0.551224824165333,0.105433333333333,0.0755999994277954,0.079,0.1107,4029830.82689301,1.459,2610627,,,10.9,1033,803,286,507,223,98,387,73,74,4716,23036,,,,,0.46,0.04479828,0,,,5572,,0.336206,0,645042,750195
1983-09-01,727.24,,0.604792,35.6,192527,51061,5306,102404,12562,5927,168068,22642,13104,29422,6697,7436,26300,37326,4916,,743,0,12760,,,,,6914,4070,1606,3736,1750,,162484.80755186,813473.807844786,1064852.96665869,20.6,3595,33.6,1489,228,215,753,565,,,0.120067,0.885333,0.796,,0.123333,,2256,430,35264,9528,14265,7019.377392,15439,,1196,3937,2997,,,,,,5627,5716,2229,6292.137371,,,,,4288,5850,30.9,,235,0.611290000155771,,0.439366666666667,0.6005063439085,0.116266666666667,0.0748999977111816,0.0836666666666667,0.115,4172148.27245243,1.4635,2632790.69813137,,,13.6,964,836,308,460,228,113,388,95,72,4814,23231,,,,,0.46,0.04509986,0,,,5254,,0.341249,0,650989.000292926,754463.923627894
