date,variable,actual,simulated
2011-06-01,Mtot,107421,99094.49860776815
2011-09-01,Mtot,113186,99986.91007634942
2011-12-01,Mtot,113116,102249.37392871076
2012-03-01,Mtot,116731,101973.32983854853
2012-06-01,Mtot,116097,103268.34584737645
2012-09-01,Mtot,115955,104196.79813247293
2012-12-01,Mtot,117509,103709.20295869099
2013-03-01,Mtot,112403,103163.15659018887
2013-06-01,Mtot,116611,99659.87631447855
2013-09-01,Mtot,114172,101957.39431542283
2013-12-01,Mtot,112625,106094.69100883017
2014-03-01,Mtot,109742,106676.43029825247
2014-06-01,Mtot,112811,105827.11087012014
2014-09-01,Mtot,114057,107286.54603907105
2014-12-01,Mtot,112837,108595.0947562136
2015-03-01,Mtot,114381,109105.34102309497
2015-06-01,Mtot,115401,110416.31267050863
2015-09-01,Mtot,115222,111118.39509137983
2015-12-01,Mtot,114863,112212.44140835987
2016-03-01,Mtot,112640,113918.90494445946
2016-06-01,Mtot,114429,116601.12151290967
2016-09-01,Mtot,116856,118295.68548684147
2016-12-01,Mtot,118687,120543.94558392953
2017-03-01,Mtot,123639,122791.693656828
2017-06-01,Mtot,123358,124964.42069912696
2017-09-01,Mtot,126328,124946.84231290381
2017-12-01,Mtot,127274,126636.59248742342
2018-03-01,Mtot,132053,128567.42299239931
2018-06-01,Mtot,132625,129001.1766032984
2018-09-01,Mtot,130100,131039.05736477161
2018-12-01,Mtot,130580,133153.53373073897
2019-03-01,Mtot,129972,134314.6960389009
2019-06-01,Mtot,130268,136215.12296836884
2019-09-01,Mtot,129876,138189.28725846487
2019-12-01,Mtot,129378,138968.05933150463
2020-03-01,Mtot,122132,140320.82480148386
2020-06-01,Mtot,105323,138715.61810947274
2020-09-01,Mtot,111786,143976.14524848023
2020-12-01,Mtot,117844,147220.67034700222
2021-03-01,Mtot,119873,150355.5165037475
2021-06-01,Mtot,122241,154893.4586128743
2021-09-01,Mtot,118093,159276.11570057084
2021-12-01,Mtot,120921,161277.94016222478
2022-03-01,Mtot,132015,164197.02477323046
2022-06-01,Mtot,135325,165426.98077291943
2022-09-01,Mtot,141335,164578.43531322983
2022-12-01,Mtot,137992,164876.41885394423
2023-03-01,Mtot,142665,164723.68758200746
2023-06-01,Mtot,145884,165236.9398905202
2023-09-01,Mtot,149689,166687.24631101094
2023-12-01,Mtot,145313,167651.31705361643
2024-03-01,Mtot,154169,169204.56936350575
2024-06-01,Mtot,154475,170955.685755087
2024-09-01,Mtot,154811,174122.84471798106
2024-12-01,Mtot,154215,175717.29246825582
2010-03-01,Tpit,31396,32680.959805539875
2010-06-01,Tpit,31563,33414.606530117475
2010-09-01,Tpit,33128,33756.21951521352
2010-12-01,Tpit,35004,33877.317634655614
2011-03-01,Tpit,34920,34280.13737370492
2011-06-01,Tpit,34614,34236.92852112
2011-09-01,Tpit,36437,34678.093623879824
2011-12-01,Tpit,37334,35326.647901607765
2012-03-01,Tpit,38883,35484.38005237059
2012-06-01,Tpit,39970,35973.487115108604
2012-09-01,Tpit,40524,36237.90472775317
2012-12-01,Tpit,40101,36804.33668395522
2013-03-01,Tpit,40343,36650.310346510785
2013-06-01,Tpit,41577,35874.417297366694
2013-09-01,Tpit,41504,36528.276139944115
2013-12-01,Tpit,42624,37387.14937799234
2014-03-01,Tpit,42744,38454.833259745355
2014-06-01,Tpit,42920,38713.227035744385
2014-09-01,Tpit,44327,39696.62545417857
2014-12-01,Tpit,45149,40568.686159675424
2015-03-01,Tpit,46324,41399.868648494004
2015-06-01,Tpit,46899,42196.43318737331
2015-09-01,Tpit,46876,42930.110472791916
2015-12-01,Tpit,47929,43725.3783086203
2016-03-01,Tpit,48407,44430.57255266437
2016-06-01,Tpit,48443,45600.44417631772
2016-09-01,Tpit,48614,46476.1783899984
2016-12-01,Tpit,48999,47531.34460373805
2017-03-01,Tpit,50931,48269.18274093339
2017-06-01,Tpit,50197,49184.87653893122
2017-09-01,Tpit,52139,49202.93804298004
2017-12-01,Tpit,51880,49751.335560696774
2018-03-01,Tpit,53472,50140.22814994184
2018-06-01,Tpit,54980,50373.007243919914
2018-09-01,Tpit,55723,50885.43240928591
2018-12-01,Tpit,56791,51419.70572022317
2019-03-01,Tpit,57789,51821.65374628167
2019-06-01,Tpit,59084,52249.477134041605
2019-09-01,Tpit,54501,52809.765231811565
2019-12-01,Tpit,58818,53122.845679625
2020-03-01,Tpit,60329,53118.50235265304
2020-06-01,Tpit,57439,51880.152085277565
2020-09-01,Tpit,59268,55137.42838161024
2020-12-01,Tpit,59009,54587.2474219945
2021-03-01,Tpit,58874,55743.54552807755
2021-06-01,Tpit,60435,56449.40650535708
2021-09-01,Tpit,60948,59041.20941786134
2021-12-01,Tpit,64522,60113.6552165666
2022-03-01,Tpit,69419,61447.54165863257
2022-06-01,Tpit,70417,62262.231849637144
2022-09-01,Tpit,68925,62316.3335519166
2022-12-01,Tpit,75070,61882.37849231629
2023-03-01,Tpit,79152,61137.17051185748
2023-06-01,Tpit,81169,60443.04184725259
2023-09-01,Tpit,84248,59944.503636726884
2023-12-01,Tpit,84155,59295.91549162701
2024-03-01,Tpit,83911,58710.118679618034
2024-06-01,Tpit,87951,58363.857441820735
2024-09-01,Tpit,84302,58576.378179725056
2024-12-01,Tpit,85672,58237.52824403202
2010-03-01,Tcit,15224,15682.019574548855
2010-06-01,Tcit,16840,15341.881480252026
2010-09-01,Tcit,16472,15453.649291306247
2010-12-01,Tcit,17938,16162.760879685307
2011-03-01,Tcit,17945,17163.32702567303
2011-06-01,Tcit,18701,17229.564001496234
2011-09-01,Tcit,19816,17703.211715070523
2011-12-01,Tcit,19080,17633.711910342143
2012-03-01,Tcit,17939,17582.46245729353
2012-06-01,Tcit,18354,17919.120408216997
2012-09-01,Tcit,17607,17933.949982184375
2012-12-01,Tcit,16999,17834.22834098932
2013-03-01,Tcit,18455,17948.5233050552
2013-06-01,Tcit,18059,16972.78016783115
2013-09-01,Tcit,17990,18667.986786939626
2013-12-01,Tcit,18543,18879.387661782734
2014-03-01,Tcit,18698,18708.918514990484
2014-06-01,Tcit,18149,18943.92518696411
2014-09-01,Tcit,18683,19319.44657188922
2014-12-01,Tcit,18066,18303.300958880704
2015-03-01,Tcit,18631,17319.75699206193
2015-06-01,Tcit,19340,18180.01772883931
2015-09-01,Tcit,19276,17596.987487334405
2015-12-01,Tcit,18270,17527.057310633907
2016-03-01,Tcit,17811,17256.92977784941
2016-06-01,Tcit,18217,18881.814875235563
2016-09-01,Tcit,18421,19110.81183080146
2016-12-01,Tcit,22364,20054.21983105393
2017-03-01,Tcit,23007,20584.383545021203
2017-06-01,Tcit,21563,20621.111513517317
2017-09-01,Tcit,23615,20593.96840031789
2017-12-01,Tcit,24472,21991.53945198431
2018-03-01,Tcit,24377,22538.307105130873
2018-06-01,Tcit,23784,23008.542200076197
2018-09-01,Tcit,23579,23641.82404403967
2018-12-01,Tcit,22830,23318.54906460255
2019-03-01,Tcit,23171,23164.298772054004
2019-06-01,Tcit,25761,23780.006972982228
2019-09-01,Tcit,25535,23636.39174014713
2019-12-01,Tcit,24823,23851.429062987467
2020-03-01,Tcit,25828,22893.44759772497
2020-06-01,Tcit,25554,21656.89803458728
2020-09-01,Tcit,29364,23758.229884051685
2020-12-01,Tcit,32123,23099.466358670576
2021-03-01,Tcit,33296,26267.822843333004
2021-06-01,Tcit,36235,27319.12766398468
2021-09-01,Tcit,36316,28800.09297289578
2021-12-01,Tcit,31479,29358.711485186017
2022-03-01,Tcit,33266,31791.77616424556
2022-06-01,Tcit,40088,32990.74940250378
2022-09-01,Tcit,39158,32570.800880297145
2022-12-01,Tcit,42274,31702.24822229195
2023-03-01,Tcit,43728,30452.780119687544
2023-06-01,Tcit,42406,30377.796251275657
2023-09-01,Tcit,41232,31564.92834737244
2023-12-01,Tcit,40172,31887.70885378555
2024-03-01,Tcit,40308,32173.518113511913
2024-06-01,Tcit,37452,33059.21579686575
2024-09-01,Tcit,37369,33572.180342337815
2024-12-01,Tcit,38011,33395.93948355225
2010-03-01,Tgst,11509,11610.767869616575
2010-06-01,Tgst,11726,11662.610168508525
2010-09-01,Tgst,11736,11740.583176825266
2010-12-01,Tgst,11686,11821.133567616742
2011-03-01,Tgst,11706,11952.830724204401
2011-06-01,Tgst,11786,12045.105677215375
2011-09-01,Tgst,11834,12234.320820999892
2011-12-01,Tgst,11872,12408.093912144253
2012-03-01,Tgst,11870,12487.169420004413
2012-06-01,Tgst,11955,12674.336479139705
2012-09-01,Tgst,12068,12762.0565318032
2012-12-01,Tgst,12118,12911.862111713046
2013-03-01,Tgst,12299,12975.162131087118
2013-06-01,Tgst,12551,12908.378376887276
2013-09-01,Tgst,12970,13227.982589974341
2013-12-01,Tgst,13268,13422.204519203538
2014-03-01,Tgst,13540,13550.158738931797
2014-06-01,Tgst,13640,13645.945377414844
2014-09-01,Tgst,13680,13797.106954115181
2014-12-01,Tgst,13791,13915.486281800995
2015-03-01,Tgst,13981,14040.255371157678
2015-06-01,Tgst,14102,14203.78301324847
2015-09-01,Tgst,14490,14296.126667691726
2015-12-01,Tgst,14764,14449.086645814807
2016-03-01,Tgst,14895,14588.977702570368
2016-06-01,Tgst,15025,14790.963453104774
2016-09-01,Tgst,15091,14916.689471034037
2016-12-01,Tgst,15234,15089.326408748306
2017-03-01,Tgst,15494,15217.676645548521
2017-06-01,Tgst,15694,15364.398923776786
2017-09-01,Tgst,15752,15430.70783069603
2017-12-01,Tgst,15998,15617.811768661346
2018-03-01,Tgst,16104,15762.208871253326
2018-06-01,Tgst,16208,15879.684761504703
2018-09-01,Tgst,16381,16087.984506838482
2018-12-01,Tgst,16350,16227.60645692274
2019-03-01,Tgst,16287,16382.846544372604
2019-06-01,Tgst,16121,16558.375229481913
2019-09-01,Tgst,16009,16711.093054995137
2019-12-01,Tgst,16240,16859.229180945295
2020-03-01,Tgst,16188,17081.66354319693
2020-06-01,Tgst,15602,17366.14926723568
2020-09-01,Tgst,17004,18407.973330184093
2020-12-01,Tgst,18323,18598.242096580005
2021-03-01,Tgst,18911,19244.523510869938
2021-06-01,Tgst,19091,19717.675949918288
2021-09-01,Tgst,17553,20210.366193579597
2021-12-01,Tgst,18777,20729.46040144495
2022-03-01,Tgst,19229,21206.569768428053
2022-06-01,Tgst,20036,21466.534958428558
2022-09-01,Tgst,20847,21669.138443131236
2022-12-01,Tgst,21610,21868.579623195033
2023-03-01,Tgst,21876,22062.263917919965
2023-06-01,Tgst,21955,22291.469647214402
2023-09-01,Tgst,22151,22520.269151048196
2023-12-01,Tgst,22120,22667.588397986765
2024-03-01,Tgst,22229,22879.220798729715
2024-06-01,Tgst,22156,23093.151612686364
2024-09-01,Tgst,22234,23360.6552958006
2024-12-01,Tgst,22545,23481.023833006297
2010-03-01,Tprl,4865,4779.691463312425
2010-06-01,Tprl,4928,4830.9639808096335
2010-09-01,Tprl,5139,4921.940532477788
2010-12-01,Tprl,5227,4933.018100760228
2011-03-01,Tprl,5211,4992.316111087767
2011-06-01,Tprl,5296,5006.8429264482365
2011-09-01,Tprl,5452,5053.363777960929
2011-12-01,Tprl,5628,5078.360888626641
2012-03-01,Tprl,5787,5115.353396643952
2012-06-01,Tprl,5832,5164.105730301643
2012-09-01,Tprl,5734,5164.053399368313
2012-12-01,Tprl,6012,5235.696760258979
2013-03-01,Tprl,5886,5211.451197993055
2013-06-01,Tprl,5967,5133.348409996305
2013-09-01,Tprl,5932,5125.449517825873
2013-12-01,Tprl,6035,5093.181726594312
2014-03-01,Tprl,6140,5183.509679800969
2014-06-01,Tprl,6149,5157.016983596917
2014-09-01,Tprl,6101,5192.6705094853905
2014-12-01,Tprl,6102,5234.917892855504
2015-03-01,Tprl,6135,5306.814473414214
2015-06-01,Tprl,6155,5353.2003078250955
2015-09-01,Tprl,6256,5413.482270689119
2015-12-01,Tprl,6312,5495.491571751928
2016-03-01,Tprl,6396,5555.009883074245
2016-06-01,Tprl,6295,5667.895556660008
2016-09-01,Tprl,6362,5767.317545925316
2016-12-01,Tprl,6310,5904.636191433088
2017-03-01,Tprl,6396,6008.256308795615
2017-06-01,Tprl,6557,6155.930348571971
2017-09-01,Tprl,6674,6240.626998204013
2017-12-01,Tprl,6819,6365.562675884148
2018-03-01,Tprl,6778,6435.664514069333
2018-06-01,Tprl,7010,6541.981103711793
2018-09-01,Tprl,7089,6632.304027319123
2018-12-01,Tprl,7155,6710.293184435618
2019-03-01,Tprl,7248,6819.467637284298
2019-06-01,Tprl,7271,6900.228456248461
2019-09-01,Tprl,7335,6998.748690046575
2019-12-01,Tprl,7462,7089.670518451922
2020-03-01,Tprl,7146,7157.5787169985
2020-06-01,Tprl,5432,7112.829012423537
2020-09-01,Tprl,6082,7321.599979019017
2020-12-01,Tprl,6440,7057.1013448960985
2021-03-01,Tprl,7553,7673.558030038179
2021-06-01,Tprl,7626,7487.485555353667
2021-09-01,Tprl,7052,7754.837963682209
2021-12-01,Tprl,7757,7951.281032607321
2022-03-01,Tprl,8027,8177.302634775748
2022-06-01,Tprl,8535,8359.178343007272
2022-09-01,Tprl,8960,8582.155703353224
2022-12-01,Tprl,9238,8736.63763004944
2023-03-01,Tprl,9657,8874.779579696777
2023-06-01,Tprl,9885,9016.933520479333
2023-09-01,Tprl,10198,9143.733069525984
2023-12-01,Tprl,10550,9261.301031986002
2024-03-01,Tprl,10804,9382.919795409398
2024-06-01,Tprl,10845,9491.952193849282
2024-09-01,Tprl,11216,9659.073686853148
2024-12-01,Tprl,11371,9779.394855476696
2010-03-01,Ytsf,23994,24183.98058801754
2010-06-01,Ytsf,24454,23917.21379211415
2010-09-01,Ytsf,25063,25047.568242751633
2010-12-01,Ytsf,26601,24876.595164206406
2011-03-01,Ytsf,26518,24838.648312543344
2011-06-01,Ytsf,26330,25126.880517575177
2011-09-01,Ytsf,29637,26498.73612724779
2011-12-01,Ytsf,27475,26275.234155118487
2012-03-01,Ytsf,26003,26399.317010785213
2012-06-01,Ytsf,28404,26517.81894093466
2012-09-01,Ytsf,30606,27953.81238707789
2012-12-01,Ytsf,28438,27888.861138939028
2013-03-01,Ytsf,27993,28079.5952594193
2013-06-01,Ytsf,28410,29087.163445469647
2013-09-01,Ytsf,31832,30766.851124107492
2013-12-01,Ytsf,30378,30404.783159040995
2014-03-01,Ytsf,29589,30407.243280142586
2014-06-01,Ytsf,30523,30690.970862674283
2014-09-01,Ytsf,33653,32138.34832727647
2014-12-01,Ytsf,31487,31818.682292115467
2015-03-01,Ytsf,30282,31667.437838058497
2015-06-01,Ytsf,30369,31496.44847769308
2015-09-01,Ytsf,34535,32935.35677670364
2015-12-01,Ytsf,31452,32554.048368938264
2016-03-01,Ytsf,30531,32265.691764889856
2016-06-01,Ytsf,30919,31950.828198786887
2016-09-01,Ytsf,34259,33289.32569339699
2016-12-01,Ytsf,31528,32791.057811275496
2017-03-01,Ytsf,29486,32495.699790799063
2017-06-01,Ytsf,30115,32380.631953992033
2017-09-01,Ytsf,33632,34079.34699213181
2017-12-01,Ytsf,31618,33852.63873329565
2018-03-01,Ytsf,29798,33766.47854672576
2018-06-01,Ytsf,30071,34014.47933891933
2018-09-01,Ytsf,33570,35756.671051107136
2018-12-01,Ytsf,31737,35556.61721822438
2019-03-01,Ytsf,30232,35562.5570981604
2019-06-01,Ytsf,31100,35671.173069679324
2019-09-01,Ytsf,34336,37440.29107303839
2019-12-01,Ytsf,31994,37258.39053350992
2020-03-01,Ytsf,32167,37370.89403874449
2020-06-01,Ytsf,47480,52841.842227571084
2020-09-01,Ytsf,50415,49365.90834961331
2020-12-01,Ytsf,41444,38536.4822452458
2021-03-01,Ytsf,37147,35758.63408148393
2021-06-01,Ytsf,33354,33688.28490071997
2021-09-01,Ytsf,46539,46038.88800900542
2021-12-01,Ytsf,38222,37661.7470898145
2022-03-01,Ytsf,35106,35238.82830036106
2022-06-01,Ytsf,36536,36080.293149765814
2022-09-01,Ytsf,39903,38619.03315800305
2022-12-01,Ytsf,35431,38980.81268091872
2023-03-01,Ytsf,33898,39501.087793015206
2023-06-01,Ytsf,36163,40151.494882014405
2023-09-01,Ytsf,40191,42651.83070162476
2023-12-01,Ytsf,38983,42994.153847072586
2024-03-01,Ytsf,37434,43488.55506578425
2024-06-01,Ytsf,39262,44108.45665652813
2024-09-01,Ytsf,43012,46612.14395739725
2024-12-01,Ytsf,40808,46652.941269880714
2010-03-01,Lwge,15840,15713.629953854004
2010-06-01,Lwge,16234,16043.686491251206
2010-09-01,Lwge,16472,16147.126206549085
2010-12-01,Lwge,16706,16268.194296544934
2011-03-01,Lwge,16941,16368.116948356916
2011-06-01,Lwge,17176,16545.19891422219
2011-09-01,Lwge,17375,16544.381379103517
2011-12-01,Lwge,17508,16692.974267063375
2012-03-01,Lwge,17848,16906.59501320935
2012-06-01,Lwge,17838,16885.333799007203
2012-09-01,Lwge,17700,17095.67980848777
2012-12-01,Lwge,17849,17155.573456006943
2013-03-01,Lwge,17923,17349.712584667977
2013-06-01,Lwge,18007,17519.54492441093
2013-09-01,Lwge,18146,17195.699790416264
2013-12-01,Lwge,18412,17450.909003515804
2014-03-01,Lwge,18497,17642.628166283106
2014-06-01,Lwge,18598,17712.750524872685
2014-09-01,Lwge,18678,17693.78532653532
2014-12-01,Lwge,18757,17889.54016628545
2015-03-01,Lwge,18666,18000.431335006513
2015-06-01,Lwge,18784,18058.683401278828
2015-09-01,Lwge,18896,18226.39432294746
2015-12-01,Lwge,18872,18307.848152660677
2016-03-01,Lwge,18975,18435.82884023245
2016-06-01,Lwge,18953,18515.974424786033
2016-09-01,Lwge,19084,18731.36529065698
2016-12-01,Lwge,18971,18831.28715356782
2017-03-01,Lwge,19074,19027.122543752026
2017-06-01,Lwge,19178,19159.059474178095
2017-09-01,Lwge,19281,19401.391757953566
2017-12-01,Lwge,19383,19427.66441836867
2018-03-01,Lwge,19508,19643.80180558677
2018-06-01,Lwge,19571,19809.67065075928
2018-09-01,Lwge,19695,19876.353867555365
2018-12-01,Lwge,19825,20087.344059405896
2019-03-01,Lwge,19993,20243.36155899742
2019-06-01,Lwge,20201,20370.862416041993
2019-09-01,Lwge,20310,20542.784633271967
2019-12-01,Lwge,20491,20729.736712260463
2020-03-01,Lwge,20498,20893.969353702567
2020-06-01,Lwge,21329,21147.68646402828
2020-09-01,Lwge,21321,20723.535742964745
2020-12-01,Lwge,21311,21665.339650013764
2021-03-01,Lwge,21487,21367.51068111187
2021-06-01,Lwge,21646,21660.678226059645
2021-09-01,Lwge,21943,21850.70712354938
2021-12-01,Lwge,22329,22192.383701079714
2022-03-01,Lwge,22215,22396.12829700339
2022-06-01,Lwge,22536,22717.79671358675
2022-09-01,Lwge,22934,23007.099570089402
2022-12-01,Lwge,23108,23243.38534531196
2023-03-01,Lwge,23435,23507.87085856871
2023-06-01,Lwge,23615,23702.114636794937
2023-09-01,Lwge,24062,23934.46786369815
2023-12-01,Lwge,24257,24192.35101625199
2024-03-01,Lwge,24477,24393.345968706093
2024-06-01,Lwge,24639,24616.58160275674
2024-09-01,Lwge,24758,24825.66949426412
2024-12-01,Lwge,25130,25169.542616188304
2010-03-01,Lpar,0.652708,0.6531529789280559
2010-06-01,Lpar,0.651628,0.6547481843215456
2010-09-01,Lpar,0.654111,0.654429639243299
2010-12-01,Lpar,0.656862,0.6541639850769764
2011-03-01,Lpar,0.656311,0.6538259572566146
2011-06-01,Lpar,0.653074,0.6534849353402156
2011-09-01,Lpar,0.65449,0.6526910457325267
2011-12-01,Lpar,0.652922,0.6529462830556084
2012-03-01,Lpar,0.652657,0.6531211228796605
2012-06-01,Lpar,0.651637,0.6522492978618611
2012-09-01,Lpar,0.651312,0.6525846388973245
2012-12-01,Lpar,0.650594,0.6520677110841733
2013-03-01,Lpar,0.652111,0.6518581624429058
2013-06-01,Lpar,0.650814,0.6504217605599408
2013-09-01,Lpar,0.648808,0.6475054883723791
2013-12-01,Lpar,0.646403,0.648540429573381
2014-03-01,Lpar,0.646333,0.648978804609796
2014-06-01,Lpar,0.646326,0.6485515197413331
2014-09-01,Lpar,0.646926,0.6482548352379767
2014-12-01,Lpar,0.646059,0.6487142100769411
2015-03-01,Lpar,0.648434,0.6488259150731387
2015-06-01,Lpar,0.648126,0.6489174926013772
2015-09-01,Lpar,0.649889,0.6494329102256247
2015-12-01,Lpar,0.651735,0.6494098453900643
2016-03-01,Lpar,0.650715,0.6497290131305171
2016-06-01,Lpar,0.648702,0.6501124615980499
2016-09-01,Lpar,0.646575,0.650997185628718
2016-12-01,Lpar,0.645826,0.6514275319531591
2017-03-01,Lpar,0.646085,0.6521498534132433
2017-06-01,Lpar,0.648426,0.652568916474263
2017-09-01,Lpar,0.651535,0.6529800411544802
2017-12-01,Lpar,0.65356,0.6525724191333151
2018-03-01,Lpar,0.654609,0.6529615448694265
2018-06-01,Lpar,0.653505,0.6529439893310017
2018-09-01,Lpar,0.65384,0.6526206785426178
2018-12-01,Lpar,0.654362,0.6530621358830072
2019-03-01,Lpar,0.655638,0.653033605126656
2019-06-01,Lpar,0.657779,0.6529879549806147
2019-09-01,Lpar,0.659533,0.6532053333681428
2019-12-01,Lpar,0.656882,0.6532857174342485
2020-03-01,Lpar,0.656401,0.6531177827942797
2020-06-01,Lpar,0.630689,0.6274779401702518
2020-09-01,Lpar,0.645676,0.6443292128117311
2020-12-01,Lpar,0.655935,0.6592661066318385
2021-03-01,Lpar,0.657915,0.6554604588168096
2021-06-01,Lpar,0.657996,0.6551025609857278
2021-09-01,Lpar,0.650655,0.65559637224912
2021-12-01,Lpar,0.653976,0.6560810988407093
2022-03-01,Lpar,0.661077,0.6567973196029062
2022-06-01,Lpar,0.663506,0.6573920555476837
2022-09-01,Lpar,0.664339,0.6577129305006947
2022-12-01,Lpar,0.665023,0.6575991957734203
2023-03-01,Lpar,0.665194,0.6574957228533684
2023-06-01,Lpar,0.666657,0.6570389040320449
2023-09-01,Lpar,0.666233,0.6568285687377948
2023-12-01,Lpar,0.668105,0.6566674175816951
2024-03-01,Lpar,0.665831,0.6562833076686764
2024-06-01,Lpar,0.667638,0.65607768928696
2024-09-01,Lpar,0.670805,0.6560202800809498
2024-12-01,Lpar,0.670117,0.656312218924975
2010-03-01,Lemp,10927.889246,11024.068478622601
2010-06-01,Lemp,10956.383646,11051.093814862537
2010-09-01,Lemp,11055.744381,11063.112586168254
2010-12-01,Lemp,11145.604135,11080.294909830633
2011-03-01,Lemp,11197.831825,11121.754196653626
2011-06-01,Lemp,11186.946063,11094.335242143872
2011-09-01,Lemp,11224.780849,11153.682531851155
2011-12-01,Lemp,11244.582715,11228.536115998862
2012-03-01,Lemp,11304.706165,11213.717243331743
2012-06-01,Lemp,11341.532811,11293.309452846353
2012-09-01,Lemp,11366.439767,11313.354479131296
2012-12-01,Lemp,11390.926973,11358.700193870262
2013-03-01,Lemp,11457.999134,11330.508613194655
2013-06-01,Lemp,11465.017868,11154.639187562218
2013-09-01,Lemp,11463.712352,11294.962757511074
2013-12-01,Lemp,11446.283625,11395.273576843065
2014-03-01,Lemp,11488.211247,11409.746774713216
2014-06-01,Lemp,11526.459308,11408.293005757258
2014-09-01,Lemp,11547.101291,11511.015464522097
2014-12-01,Lemp,11561.062757,11558.4964690478
2015-03-01,Lemp,11658.623867,11597.388123113547
2015-06-01,Lemp,11717.694807,11676.21570123397
2015-09-01,Lemp,11769.74154,11715.656964003932
2015-12-01,Lemp,11887.446556,11771.696923231106
2016-03-01,Lemp,11926.963195,11841.244621957963
2016-06-01,Lemp,11950.907038,11956.195037130276
2016-09-01,Lemp,11964.826742,12022.857804262676
2016-12-01,Lemp,11988.801731,12118.500164811652
2017-03-01,Lemp,12043.410558,12198.059469013546
2017-06-01,Lemp,12164.858767,12284.361580944002
2017-09-01,Lemp,12278.939818,12282.188224496247
2017-12-01,Lemp,12364.052443,12355.79862352209
2018-03-01,Lemp,12433.919949,12413.589517491211
2018-06-01,Lemp,12478.009327,12431.169864589645
2018-09-01,Lemp,12570.276526,12514.573180751535
2018-12-01,Lemp,12646.703814,12566.855352634147
2019-03-01,Lemp,12729.579042,12613.097175381135
2019-06-01,Lemp,12793.659652,12673.187737122837
2019-09-01,Lemp,12874.640957,12736.00495926899
2019-12-01,Lemp,12884.316473,12771.70036734875
2020-03-01,Lemp,12929.135971,12791.325160908475
2020-06-01,Lemp,12225.515873,12157.98762855119
2020-09-01,Lemp,12496.494381,12842.550448044316
2020-12-01,Lemp,12733.051407,12909.757783420859
2021-03-01,Lemp,12895.861091,12936.612965369513
2021-06-01,Lemp,13014.420581,12997.431482259788
2021-09-01,Lemp,12955.356707,13099.17235621999
2021-12-01,Lemp,13050.07785,13145.173452251915
2022-03-01,Lemp,13349.002641,13272.531903197894
2022-06-01,Lemp,13506.008714,13361.966936485744
2022-09-01,Lemp,13644.972892,13427.793817707836
2022-12-01,Lemp,13758.089693,13504.078219161329
2023-03-01,Lemp,13856.299855,13574.809566389195
2023-06-01,Lemp,13991.100267,13653.688993776399
2023-09-01,Lemp,14075.518732,13742.875350830105
2023-12-01,Lemp,14166.989552,13798.920611664038
2024-03-01,Lemp,14208.53199,13872.291757703075
2024-06-01,Lemp,14294.694591,13934.857169001369
2024-09-01,Lemp,14411.248641,14031.345251858951
2024-12-01,Lemp,14473.697393,14065.272132254242
2010-03-01,Lhrs,3638277.25122598,3650667.9890630357
2010-06-01,Lhrs,3660832.98157907,3655631.465316016
2010-09-01,Lhrs,3684911.6944901696,3654248.12298648
2010-12-01,Lhrs,3700733.13654898,3652883.8603627905
2011-03-01,Lhrs,3737709.86756463,3658619.987489005
2011-06-01,Lhrs,3701998.8187424503,3641072.2057694946
2011-09-01,Lhrs,3721543.07537957,3653778.408298141
2011-12-01,Lhrs,3752019.9743306898,3668969.9354799856
2012-03-01,Lhrs,3759846.5774527704,3657551.9032881777
2012-06-01,Lhrs,3745606.4926372305,3676266.191080584
2012-09-01,Lhrs,3762104.93143904,3678430.6679631346
2012-12-01,Lhrs,3745020.6135748904,3671622.6929278392
2013-03-01,Lhrs,3754916.10370826,3657899.5160119426
2013-06-01,Lhrs,3767508.9137700396,3597039.5067925756
2013-09-01,Lhrs,3774054.07256256,3628898.2436183947
2013-12-01,Lhrs,3757335.9193767402,3657892.1499420498
2014-03-01,Lhrs,3746140.13927937,3663618.131186257
2014-06-01,Lhrs,3755774.24831291,3666726.106393035
2014-09-01,Lhrs,3758561.7735471395,3696566.0102943033
2014-12-01,Lhrs,3751583.2606231202,3708527.8183043348
2015-03-01,Lhrs,3785969.03093948,3711122.6413859725
2015-06-01,Lhrs,3780694.2866886402,3731384.9202819476
2015-09-01,Lhrs,3812822.6175858304,3735976.152318807
2015-12-01,Lhrs,3823914.13136967,3746303.569136748
2016-03-01,Lhrs,3835902.03791273,3755511.6269728974
2016-06-01,Lhrs,3811952.0833560005,3788031.5603005616
2016-09-01,Lhrs,3804612.82840373,3802749.1761541017
2016-12-01,Lhrs,3821223.0900856396,3828575.7287281873
2017-03-01,Lhrs,3868609.5916423704,3847321.1606321568
2017-06-01,Lhrs,3906451.7330897804,3864977.8445242336
2017-09-01,Lhrs,3928808.0447830497,3853595.143069784
2017-12-01,Lhrs,3963387.89007283,3869850.1513349465
2018-03-01,Lhrs,3940737.69103142,3877542.2895722794
2018-06-01,Lhrs,3962108.2693203706,3873973.842764821
2018-09-01,Lhrs,3993100.25909113,3891245.779113134
2018-12-01,Lhrs,3984524.6349049006,3897870.0145300496
2019-03-01,Lhrs,4051144.0522931996,3899578.466355665
2019-06-01,Lhrs,4000342.1790258405,3906610.4076122036
2019-09-01,Lhrs,4035359.15837796,3914470.36074584
2019-12-01,Lhrs,4035883.24807196,3911513.422481458
2020-03-01,Lhrs,3973874.15565184,3893769.2479605093
2020-06-01,Lhrs,3562780.60234676,3632794.065519551
