date,variable,actual,simulated
2010-09-01,YgdpNom,346004,332469.1862354524
2010-12-01,YgdpNom,352107,336454.07172651566
2011-03-01,YgdpNom,358017,341923.4993986482
2011-06-01,YgdpNom,366941,342894.506249386
2011-09-01,YgdpNom,373550,348836.3153027771
2011-12-01,YgdpNom,374487,353338.95089359395
2012-03-01,YgdpNom,375468,354147.55212600116
2012-06-01,YgdpNom,380785,360216.6454413168
2012-09-01,YgdpNom,381809,363067.25814127777
2012-12-01,YgdpNom,383401,364109.9945855153
2013-03-01,YgdpNom,387295,366541.36577652383
2013-06-01,YgdpNom,391610,360574.77512087964
2013-09-01,YgdpNom,395715,371644.9547926055
2013-12-01,YgdpNom,401762,377986.9093042972
2014-03-01,YgdpNom,405004,379471.3144656738
2014-06-01,YgdpNom,404524,382257.5138318299
2014-09-01,YgdpNom,404381,388999.014324661
2014-12-01,YgdpNom,406897,390491.1355364063
2015-03-01,YgdpNom,409875,391281.83170480223
2015-06-01,YgdpNom,408977,397949.0697830228
2015-09-01,YgdpNom,413525,399763.7292982653
2015-12-01,YgdpNom,413706,403853.3814974113
2016-03-01,YgdpNom,416081,407800.9727683745
2016-06-01,YgdpNom,420973,417840.3709607747
2016-09-01,YgdpNom,426421,422609.67444826657
2016-12-01,YgdpNom,440621,430593.0948103357
2017-03-01,YgdpNom,448531,437118.246760047
2017-06-01,YgdpNom,448464,442963.6796991126
2017-09-01,YgdpNom,454276,444901.266013144
2017-12-01,YgdpNom,456786,454322.4330618283
2018-03-01,YgdpNom,465769,460629.64481524937
2018-06-01,YgdpNom,472054,465140.68578401435
2018-09-01,YgdpNom,479421,473647.9099904471
2018-12-01,YgdpNom,484269,478507.50000096776
2019-03-01,YgdpNom,491654,483157.6391735636
2019-06-01,YgdpNom,499205,490306.1966283975
2019-09-01,YgdpNom,505886,496173.34284679464
2019-12-01,YgdpNom,504896,500660.88729436224
2020-03-01,YgdpNom,506568,501648.2454938971
2020-06-01,YgdpNom,470138,493072.666792666
2020-09-01,YgdpNom,490232,510802.55620253476
2020-12-01,YgdpNom,512567,514582.033543421
2021-03-01,YgdpNom,533982,527505.3247097577
2021-06-01,YgdpNom,553501,537097.607032062
2021-09-01,YgdpNom,551378,549933.5973959295
2021-12-01,YgdpNom,569472,556512.611937357
2022-03-01,YgdpNom,595061,573847.7209701595
2022-06-01,YgdpNom,623700,585264.5160422351
2022-09-01,YgdpNom,632064,591414.1455555327
2022-12-01,YgdpNom,640361,599660.7595167824
2023-03-01,YgdpNom,652785,604599.2570672993
2023-06-01,YgdpNom,650898,613096.2552813892
2023-09-01,YgdpNom,658811,625183.7792951805
2023-12-01,YgdpNom,667256,633553.6236948656
2024-03-01,YgdpNom,676050,642350.5646757875
2024-06-01,YgdpNom,678357,652047.8212768859
2024-09-01,YgdpNom,681417,663757.0909792611
2024-12-01,YgdpNom,690352,669524.5238480838
2010-03-01,Cpr,250171,253137.7979231622
2010-06-01,Cpr,253795,253574.1035493921
2010-09-01,Cpr,256335,254295.29603099756
2010-12-01,Cpr,259199,255229.12772896682
2011-03-01,Cpr,260732,256661.0239067229
2011-06-01,Cpr,262484,256404.41845107957
2011-09-01,Cpr,264235,258783.2593675807
2011-12-01,Cpr,265385,260987.47210856498
2012-03-01,Cpr,269320,260938.61939684913
2012-06-01,Cpr,270480,263641.01830169
2012-09-01,Cpr,271290,264430.3286367464
2012-12-01,Cpr,271887,266356.3660835072
2013-03-01,Cpr,273552,266187.35918827495
2013-06-01,Cpr,274290,263055.0443457495
2013-09-01,Cpr,276681,269124.760731485
2013-12-01,Cpr,277931,272218.8088276385
2014-03-01,Cpr,280126,273336.7869838328
2014-06-01,Cpr,281366,274535.86299258156
2014-09-01,Cpr,283963,278184.9609942502
2014-12-01,Cpr,285728,279960.4264400605
2015-03-01,Cpr,286815,281575.21782532183
2015-06-01,Cpr,288596,284468.92673340614
2015-09-01,Cpr,291248,285761.9139170167
2015-12-01,Cpr,292696,288118.4377580721
2016-03-01,Cpr,295146,290251.23700761754
2016-06-01,Cpr,296578,293879.7915171579
2016-09-01,Cpr,298417,295489.06953347585
2016-12-01,Cpr,300485,298408.84143033373
2017-03-01,Cpr,302058,300257.0501117205
2017-06-01,Cpr,303774,302407.9595560934
2017-09-01,Cpr,305893,302410.52783560345
2017-12-01,Cpr,308870,305210.88966940844
2018-03-01,Cpr,310941,306708.0897387642
2018-06-01,Cpr,313022,307424.8070484489
2018-09-01,Cpr,313517,310093.062136223
2018-12-01,Cpr,314333,311627.0202539944
2019-03-01,Cpr,315449,313106.88650415745
2019-06-01,Cpr,316413,315163.5398288881
2019-09-01,Cpr,315922,316851.1599152438
2019-12-01,Cpr,316940,318210.0656870578
2020-03-01,Cpr,312729,318931.66970349126
2020-06-01,Cpr,272877,316264.971825792
2020-09-01,Cpr,293617,329170.1879650795
2020-12-01,Cpr,307188,324898.3980493942
2021-03-01,Cpr,311619,329723.7056784495
2021-06-01,Cpr,314822,332336.70911810896
2021-09-01,Cpr,300006,335592.0995357186
2021-12-01,Cpr,319366,337294.8917579196
2022-03-01,Cpr,327173,340031.73288202385
2022-06-01,Cpr,333484,339955.10245824896
2022-09-01,Cpr,337055,339685.46611281054
2022-12-01,Cpr,340288,340029.97743575263
2023-03-01,Cpr,342730,339936.8635595656
2023-06-01,Cpr,344199,340742.4126122045
2023-09-01,Cpr,343778,341946.6498097178
2023-12-01,Cpr,343920,342538.36559776915
2024-03-01,Cpr,345893,343914.79217653646
2024-06-01,Cpr,344825,345475.3801624196
2024-09-01,Cpr,345185,347896.2264261617
2024-12-01,Cpr,347360,348530.2406584842
2010-03-01,Cgov,86291,86291
2010-06-01,Cgov,87414,87414
2010-09-01,Cgov,87011,87011
2010-12-01,Cgov,88114,88114
2011-03-01,Cgov,89547,89547
2011-06-01,Cgov,90476,90476
2011-09-01,Cgov,91339,91339
2011-12-01,Cgov,91886,91886
2012-03-01,Cgov,92235,92235
2012-06-01,Cgov,93195,93195
2012-09-01,Cgov,92074,92074
2012-12-01,Cgov,92052,92052
2013-03-01,Cgov,93223,93223
2013-06-01,Cgov,93413,93413
2013-09-01,Cgov,93991,93991
2013-12-01,Cgov,95062,95062
2014-03-01,Cgov,93926,93926
2014-06-01,Cgov,93902,93902
2014-09-01,Cgov,94915,94915
2014-12-01,Cgov,95467,95467
2015-03-01,Cgov,96973,96973
2015-06-01,Cgov,97833,97833
2015-09-01,Cgov,99022,99022
2015-12-01,Cgov,99880,99880
2016-03-01,Cgov,101379,101379
2016-06-01,Cgov,103397,103397
2016-09-01,Cgov,104949,104949
2016-12-01,Cgov,104662,104662
2017-03-01,Cgov,106319,106319
2017-06-01,Cgov,107539,107539
2017-09-01,Cgov,107444,107444
2017-12-01,Cgov,109255,109255
2018-03-01,Cgov,110724,110724
2018-06-01,Cgov,111043,111043
2018-09-01,Cgov,112111,112111
2018-12-01,Cgov,114043,114043
2019-03-01,Cgov,115326,115326
2019-06-01,Cgov,119011,119011
2019-09-01,Cgov,120246,120246
2019-12-01,Cgov,121953,121953
2020-03-01,Cgov,124811,124811
2020-06-01,Cgov,127457,127457
2020-09-01,Cgov,130122,130122
2020-12-01,Cgov,131279,131279
2021-03-01,Cgov,131635,131635
2021-06-01,Cgov,133903,133903
2021-09-01,Cgov,138137,138137
2021-12-01,Cgov,139423,139423
2022-03-01,Cgov,143202,143202
2022-06-01,Cgov,142428,142428
2022-09-01,Cgov,142092,142092
2022-12-01,Cgov,142992,142992
2023-03-01,Cgov,143473,143473
2023-06-01,Cgov,144552,144552
2023-09-01,Cgov,146243,146243
2023-12-01,Cgov,146681,146681
2024-03-01,Cgov,149342,149342
2024-06-01,Cgov,151247,151247
2024-09-01,Cgov,153831,153831
2024-12-01,Cgov,154528,154528
2010-03-01,Idwell,28118,29258.76002719416
2010-06-01,Idwell,29185,29765.679818370252
2010-09-01,Idwell,29351,29913.685889547876
2010-12-01,Idwell,28401,29726.04443343965
2011-03-01,Idwell,28643,29369.245978292907
2011-06-01,Idwell,28385,29065.35170701515
2011-09-01,Idwell,27815,28904.912168031253
2011-12-01,Idwell,27388,28914.998240104836
2012-03-01,Idwell,26271,29044.119886402066
2012-06-01,Idwell,25243,29198.01596942837
2012-09-01,Idwell,26253,29376.78165322921
2012-12-01,Idwell,26988,29540.738471153014
2013-03-01,Idwell,27207,29674.45835165044
2013-06-01,Idwell,27686,29792.368655152444
2013-09-01,Idwell,28072,29909.04158357872
2013-12-01,Idwell,28417,30147.632903574864
2014-03-01,Idwell,30207,30398.976634873918
2014-06-01,Idwell,30616,30524.40625971766
2014-09-01,Idwell,30676,30572.968316472896
2014-12-01,Idwell,31816,30592.38045933348
2015-03-01,Idwell,33595,30616.87530061088
2015-06-01,Idwell,32816,30639.523657867852
2015-09-01,Idwell,34476,30692.4108011346
2015-12-01,Idwell,34776,30762.379025399583
2016-03-01,Idwell,36207,30866.110620737225
2016-06-01,Idwell,36735,30999.507101512736
2016-09-01,Idwell,36364,31144.281089407323
2016-12-01,Idwell,37420,31270.739960491504
2017-03-01,Idwell,35711,31371.100609521684
2017-06-01,Idwell,35856,31457.580327202908
2017-09-01,Idwell,35395,31530.462566750884
2017-12-01,Idwell,35574,31608.24729111779
2018-03-01,Idwell,36479,31719.29290034387
2018-06-01,Idwell,37551,31864.51541959859
2018-09-01,Idwell,37303,32004.541253198702
2018-12-01,Idwell,36318,32162.49869972204
2019-03-01,Idwell,35127,32296.986580361277
2019-06-01,Idwell,34058,32399.164522873154
2019-09-01,Idwell,33955,32483.701781668253
2019-12-01,Idwell,32978,32543.62066498207
2020-03-01,Idwell,32756,32591.770502953626
2020-06-01,Idwell,30908,30456.829100473344
2020-09-01,Idwell,31537,30659.710041381742
2020-12-01,Idwell,32929,32364.500456037928
2021-03-01,Idwell,34990,34508.98611152922
2021-06-01,Idwell,35399,34504.11051666501
2021-09-01,Idwell,35580,34613.76235326133
2021-12-01,Idwell,35346,34553.11388588238
2022-03-01,Idwell,35523,34393.72693221677
2022-06-01,Idwell,34137,34135.53084882867
2022-09-01,Idwell,33907,33890.50165609491
2022-12-01,Idwell,34117,33722.41566356469
2023-03-01,Idwell,34047,33681.403810959215
2023-06-01,Idwell,34482,33750.016999588624
2023-09-01,Idwell,34541,33902.73595725413
2023-12-01,Idwell,33364,34090.681644575285
2024-03-01,Idwell,33713,34251.4955712372
2024-06-01,Idwell,34160,34365.81130478603
2024-09-01,Idwell,34524,34420.51448584105
2024-12-01,Idwell,35136,34413.65673577466
2010-03-01,Imin,18063,18495.16465024977
2010-06-01,Imin,20407,18492.73443175088
2010-09-01,Imin,21100,18493.030042431034
2010-12-01,Imin,21705,18773.89660929172
2011-03-01,Imin,25841,19031.9011453967
2011-06-01,Imin,27724,19475.05175657807
2011-09-01,Imin,35167,19846.42944032326
2011-12-01,Imin,34476,20149.913570714954
2012-03-01,Imin,42698,20490.22140891292
2012-06-01,Imin,47060,20462.462978547388
2012-09-01,Imin,46272,20879.418289048095
2012-12-01,Imin,48797,20800.43929896535
2013-03-01,Imin,45765,21100.17995175615
2013-06-01,Imin,46904,20978.61908582881
2013-09-01,Imin,47503,21241.359038393402
2013-12-01,Imin,43882,21173.309287306347
2014-03-01,Imin,40618,21459.164379450365
2014-06-01,Imin,38686,21650.728613529533
2014-09-01,Imin,37506,21855.64927831345
2014-12-01,Imin,36098,21819.89720826297
2015-03-01,Imin,32664,21660.546584034815
2015-06-01,Imin,28675,21688.380037953713
2015-09-01,Imin,27590,21076.55937180408
2015-12-01,Imin,25440,21176.487812708303
2016-03-01,Imin,24157,20517.451243255193
2016-06-01,Imin,20550,20704.842079976672
2016-09-01,Imin,17632,20084.623472961146
2016-12-01,Imin,18572,20440.808702230548
2017-03-01,Imin,18894,20126.2929309721
2017-06-01,Imin,18213,20077.302785313994
2017-09-01,Imin,18917,19984.201762211775
2017-12-01,Imin,17695,19922.051246042094
2018-03-01,Imin,16597,19922.77344856832
2018-06-01,Imin,16804,20131.05257056179
2018-09-01,Imin,16050,20155.1849280624
2018-12-01,Imin,14612,20251.119126474096
2019-03-01,Imin,14563,20219.719891473604
2019-06-01,Imin,15140,20249.381338178828
2019-09-01,Imin,15437,20065.532028001628
2019-12-01,Imin,16120,20222.905467250195
2020-03-01,Imin,16691,19802.07887204418
2020-06-01,Imin,16919,19535.294374436555
2020-09-01,Imin,16057,19480.51900916366
2020-12-01,Imin,16324,18974.283144746154
2021-03-01,Imin,16890,19458.880797111204
2021-06-01,Imin,17404,19288.979292278946
2021-09-01,Imin,17941,19946.302645774056
2021-12-01,Imin,18673,20024.89411463483
2022-03-01,Imin,18344,20753.92715410453
2022-06-01,Imin,17872,21100.7342902009
2022-09-01,Imin,17911,21653.49855333068
2022-12-01,Imin,18268,21834.741213123878
2023-03-01,Imin,18345,22004.621405643706
2023-06-01,Imin,18683,21891.223140395934
2023-09-01,Imin,19988,22057.00216109459
2023-12-01,Imin,19368,21945.842093323405
2024-03-01,Imin,19286,22120.311948975923
2024-06-01,Imin,19057,22184.662075684595
2024-09-01,Imin,19047,22124.072998433792
2024-12-01,Imin,18982,22202.43526466063
2010-03-01,Inonmin,39647,41487.295083770914
2010-06-01,Inonmin,39162,42321.05091353374
2010-09-01,Inonmin,39422,42613.66376251574
2010-12-01,Inonmin,40897,42822.6979663518
2011-03-01,Inonmin,40906,42872.482837356976
2011-06-01,Inonmin,42252,42635.49976374533
2011-09-01,Inonmin,42903,42801.31048874661
2011-12-01,Inonmin,41301,43303.71545999984
2012-03-01,Inonmin,42222,43251.799598637066
2012-06-01,Inonmin,41560,43770.21868743922
2012-09-01,Inonmin,41906,44006.16624803857
2012-12-01,Inonmin,35492,36793.44295002536
2013-03-01,Inonmin,39052,38975.66832647375
2013-06-01,Inonmin,41572,37530.23934489053
2013-09-01,Inonmin,36894,38193.670105232675
2013-12-01,Inonmin,37622,39115.88494258448
2014-03-01,Inonmin,40266,39628.57581960134
2014-06-01,Inonmin,42840,40154.95959939911
2014-09-01,Inonmin,40539,40742.17253091642
2014-12-01,Inonmin,40378,41241.14686051691
2015-03-01,Inonmin,41834,41753.26676990828
2015-06-01,Inonmin,43431,42546.27335309318
2015-09-01,Inonmin,41201,43101.52604208831
2015-12-01,Inonmin,41666,43794.400864251715
2016-03-01,Inonmin,41172,44657.77894712411
2016-06-01,Inonmin,41520,45751.53708949907
2016-09-01,Inonmin,42706,46753.27852970309
2016-12-01,Inonmin,42099,47859.24491291876
2017-03-01,Inonmin,43578,48957.67128351908
2017-06-01,Inonmin,43156,49954.73185372508
2017-09-01,Inonmin,48558,50442.53318846328
2017-12-01,Inonmin,48608,51219.45972740128
2018-03-01,Inonmin,50487,51983.950894141904
2018-06-01,Inonmin,49641,52383.37502915458
2018-09-01,Inonmin,49556,53340.36184566704
2018-12-01,Inonmin,50746,54127.609114289866
2019-03-01,Inonmin,51687,54796.242455549625
2019-06-01,Inonmin,50468,55742.67206673355
2019-09-01,Inonmin,50846,56591.154947397
2019-12-01,Inonmin,50240,57199.1073198783
2020-03-01,Inonmin,49284,57982.29190696114
2020-06-01,Inonmin,46605,57854.732377262364
2020-09-01,Inonmin,46487,59515.594677390574
2020-12-01,Inonmin,48803,60649.23549778072
2021-03-01,Inonmin,51946,62112.803504922646
2021-06-01,Inonmin,52436,64232.82051315733
2021-09-01,Inonmin,52205,65827.8402776803
2021-12-01,Inonmin,52703,67167.37530695777
2022-03-01,Inonmin,53662,68391.8365692217
2022-06-01,Inonmin,55468,69064.62618122817
2022-09-01,Inonmin,57085,69020.93203249571
2022-12-01,Inonmin,56687,69156.97262783805
2023-03-01,Inonmin,59006,68858.9713763514
2023-06-01,Inonmin,60602,68841.08282731201
2023-09-01,Inonmin,59066,69069.28490582856
2023-12-01,Inonmin,61128,69248.93447214834
2024-03-01,Inonmin,60572,69788.28763699101
2024-06-01,Inonmin,61171,70319.51618744199
2024-09-01,Inonmin,60384,71307.47152793924
2024-12-01,Inonmin,60839,71958.04271904923
2010-03-01,IvtNonfarm,180324,180999.58232803154
2010-06-01,IvtNonfarm,177905,181420.80868198344
2010-09-01,IvtNonfarm,177236,181689.01277372637
2010-12-01,IvtNonfarm,177101,182018.36702970098
2011-03-01,IvtNonfarm,178596,182377.79090329356
2011-06-01,IvtNonfarm,182661,182839.0725296024
2011-09-01,IvtNonfarm,181636,182923.29389801063
2011-12-01,IvtNonfarm,184132,183639.3849187945
2012-03-01,IvtNonfarm,187863,184360.1822744963
2012-06-01,IvtNonfarm,188546,184691.02463394665
2012-09-01,IvtNonfarm,189421,185613.9458675725
2012-12-01,IvtNonfarm,188644,186173.8177913827
2013-03-01,IvtNonfarm,188252,186643.9954087219
2013-06-01,IvtNonfarm,187904,187066.31463505703
2013-09-01,IvtNonfarm,187151,186636.3810746685
2013-12-01,IvtNonfarm,184287,187714.5228590507
2014-03-01,IvtNonfarm,181933,188578.85873133974
2014-06-01,IvtNonfarm,182592,189202.0944455918
2014-09-01,IvtNonfarm,185187,189806.43924553416
2014-12-01,IvtNonfarm,182630,190902.4726167809
2015-03-01,IvtNonfarm,184204,191815.33184853752
2015-06-01,IvtNonfarm,184503,192751.59015997866
2015-09-01,IvtNonfarm,185053,193962.65124633387
2015-12-01,IvtNonfarm,184956,194993.63577050867
2016-03-01,IvtNonfarm,184671,196232.94529047055
2016-06-01,IvtNonfarm,186340,197490.5486808742
2016-09-01,IvtNonfarm,189026,199115.99030448808
2016-12-01,IvtNonfarm,188805,200461.06107760727
2017-03-01,IvtNonfarm,190762,202124.66913660677
2017-06-01,IvtNonfarm,189151,203676.82590191852
2017-09-01,IvtNonfarm,190226,205331.59475457887
2017-12-01,IvtNonfarm,191005,206474.5636800731
2018-03-01,IvtNonfarm,192301,208148.23683001072
2018-06-01,IvtNonfarm,194814,209558.74077118444
2018-09-01,IvtNonfarm,195372,210787.6112242664
2018-12-01,IvtNonfarm,194262,212443.93421980506
2019-03-01,IvtNonfarm,196095,213866.03736532197
2019-06-01,IvtNonfarm,193874,215267.62135732872
2019-09-01,IvtNonfarm,192686,216683.9931125532
2019-12-01,IvtNonfarm,191661,218200.21833723635
2020-03-01,IvtNonfarm,186143,219409.88209268323
2020-06-01,IvtNonfarm,180554,220427.59116023933
2020-09-01,IvtNonfarm,179022,220742.5925269329
2020-12-01,IvtNonfarm,179443,222105.00670134302
2021-03-01,IvtNonfarm,183974,222938.27542457634
2021-06-01,IvtNonfarm,184422,224368.47048591726
2021-09-01,IvtNonfarm,183417,225570.62845667262
2021-12-01,IvtNonfarm,188042,227272.42376181943
2022-03-01,IvtNonfarm,195555,228321.93830786215
2022-06-01,IvtNonfarm,198209,230077.20725458593
2022-09-01,IvtNonfarm,207807,231546.86919819436
2022-12-01,IvtNonfarm,209777,232889.8753321797
2023-03-01,IvtNonfarm,213428,234392.9740202653
2023-06-01,IvtNonfarm,211323,235706.0783930004
2023-09-01,IvtNonfarm,215473,237169.45890980837
2023-12-01,IvtNonfarm,213613,238617.79040661853
2024-03-01,IvtNonfarm,216335,240096.71612679647
2024-06-01,IvtNonfarm,218021,241571.96541606018
2024-09-01,IvtNonfarm,217335,242946.64662550634
2024-12-01,IvtNonfarm,217763,244628.76659425587
2010-03-01,Xmin,54071,52261.9247841514
2010-06-01,Xmin,55233,53176.756122923725
2010-09-01,Xmin,53739,53621.90769137502
2010-12-01,Xmin,55421,54314.95770284977
2011-03-01,Xmin,50675,55174.80021563042
2011-06-01,Xmin,52820,55066.29899156943
2011-09-01,Xmin,54547,56493.95839596063
2011-12-01,Xmin,56350,56656.57629691642
2012-03-01,Xmin,56146,57146.376118407934
2012-06-01,Xmin,57676,57946.250989218235
2012-09-01,Xmin,59814,58307.620638404944
2012-12-01,Xmin,60572,59015.543903170146
2013-03-01,Xmin,60921,59619.41371903051
2013-06-01,Xmin,64540,60084.14711955268
2013-09-01,Xmin,65424,60791.00335781158
2013-12-01,Xmin,66837,61519.418342759505
2014-03-01,Xmin,69251,62171.51871152527
2014-06-01,Xmin,71281,62828.09731736007
2014-09-01,Xmin,73218,63485.53592322069
2014-12-01,Xmin,75153,63976.062244699984
2015-03-01,Xmin,76904,64212.32082865144
2015-06-01,Xmin,73499,64782.01495717276
2015-09-01,Xmin,77202,65533.00547078028
2015-12-01,Xmin,77270,65903.51318052912
2016-03-01,Xmin,81067,66405.0780781791
2016-06-01,Xmin,81923,67400.6840516313
2016-09-01,Xmin,81925,68163.70766421907
2016-12-01,Xmin,86614,68893.28460022988
2017-03-01,Xmin,81323,69679.7729789303
2017-06-01,Xmin,81070,70424.79955900283
2017-09-01,Xmin,86298,70978.23742332582
2017-12-01,Xmin,85383,71803.13936009616
2018-03-01,Xmin,90498,72725.60459109336
2018-06-01,Xmin,91289,72912.00889340282
2018-09-01,Xmin,90584,74150.86804959025
2018-12-01,Xmin,92116,74519.13732573533
2019-03-01,Xmin,90040,74954.89932558734
2019-06-01,Xmin,93903,73759.5049522077
2019-09-01,Xmin,93409,74903.60339573494
2019-12-01,Xmin,92356,74187.43284976379
2020-03-01,Xmin,93078,74262.50823435356
2020-06-01,Xmin,92481,76818.09060395983
2020-09-01,Xmin,87927,75253.53700248171
2020-12-01,Xmin,89982,77927.84060139312
2021-03-01,Xmin,90669,79002.47143811315
2021-06-01,Xmin,86890,77462.11233986431
2021-09-01,Xmin,91563,80125.14971416567
2021-12-01,Xmin,88857,79599.04201633114
2022-03-01,Xmin,87842,80044.78305224021
2022-06-01,Xmin,89679,81853.38601385544
2022-09-01,Xmin,87619,81484.51433150258
2022-12-01,Xmin,90230,82152.80087351495
2023-03-01,Xmin,90361,82203.93684707268
2023-06-01,Xmin,91278,82635.32556249906
2023-09-01,Xmin,88595,82903.83759221688
2023-12-01,Xmin,87869,83695.90474359704
2024-03-01,Xmin,89757,84075.52402119602
2024-06-01,Xmin,89329,84105.63489453762
2024-09-01,Xmin,89529,84790.09385910167
2024-12-01,Xmin,88268,84840.98468372492
2010-03-01,Xoth,18976,19386.524827637746
2010-06-01,Xoth,19034,19238.26238606089
2010-09-01,Xoth,19914,19158.093884581383
2010-12-01,Xoth,19552,19104.24500255674
2011-03-01,Xoth,18958,19092.68704377019
2011-06-01,Xoth,19187,18869.751763045126
2011-09-01,Xoth,19584,18989.162396022224
2011-12-01,Xoth,19522,19034.78746214383
2012-03-01,Xoth,19815,18834.60718779899
2012-06-01,Xoth,19871,18980.349732658633
2012-09-01,Xoth,19184,18894.033794585524
2012-12-01,Xoth,18874,18771.038204053773
2013-03-01,Xoth,18935,18686.882604966304
2013-06-01,Xoth,19482,18266.939966196147
2013-09-01,Xoth,19420,18656.26703391383
2013-12-01,Xoth,18903,18746.342653150965
2014-03-01,Xoth,18463,18593.182873386217
2014-06-01,Xoth,19027,18502.716393836374
2014-09-01,Xoth,18612,18638.05790401533
2014-12-01,Xoth,19312,18593.288723172172
2015-03-01,Xoth,18475,18538.515576562768
2015-06-01,Xoth,18805,18623.639338540266
2015-09-01,Xoth,19609,18576.593751877575
2015-12-01,Xoth,19596,18625.962313701464
2016-03-01,Xoth,20377,18673.689967774473
2016-06-01,Xoth,19843,18848.14966473524
2016-09-01,Xoth,19658,18839.709252827906
2016-12-01,Xoth,19519,18969.823370248694
2017-03-01,Xoth,18372,19021.007676775178
2017-06-01,Xoth,19771,19086.227089985245
2017-09-01,Xoth,19383,18947.064859262275
2017-12-01,Xoth,19190,19095.70148383262
2018-03-01,Xoth,19185,19098.904896444914
2018-06-01,Xoth,19188,19015.359442261633
2018-09-01,Xoth,19713,19147.44806963084
2018-12-01,Xoth,21145,19134.192483272232
2019-03-01,Xoth,20593,19102.084625995147
2019-06-01,Xoth,21531,19107.155680223612
2019-09-01,Xoth,20410,19140.011922306185
2019-12-01,Xoth,20901,19047.761395576927
2020-03-01,Xoth,20501,18915.544536174275
2020-06-01,Xoth,18251,18635.020927544465
2020-09-01,Xoth,18750,18866.85568934281
2020-12-01,Xoth,19385,18755.636342005084
2021-03-01,Xoth,18608,18923.415955015807
2021-06-01,Xoth,18857,18939.945136570692
2021-09-01,Xoth,18261,19076.119463925766
2021-12-01,Xoth,17366,18940.758505440874
2022-03-01,Xoth,18988,19102.714372821276
2022-06-01,Xoth,18891,19103.765635478627
2022-09-01,Xoth,18651,19006.67718472647
2022-12-01,Xoth,19599,19034.167253804982
2023-03-01,Xoth,18875,18961.822187209007
2023-06-01,Xoth,19370,18977.34260038898
2023-09-01,Xoth,19507,19010.621425090987
2023-12-01,Xoth,18962,19009.43511863061
2024-03-01,Xoth,19703,19009.01334526804
2024-06-01,Xoth,19739,18979.511423481716
2024-09-01,Xoth,20426,19052.404878748417
2024-12-01,Xoth,19312,18936.418873449657
2010-03-01,Xsvc,19048,19299.666429499037
2010-06-01,Xsvc,19220,18871.227325094045
2010-09-01,Xsvc,19386,18391.77662922558
2010-12-01,Xsvc,19133,17860.632331507368
2011-03-01,Xsvc,18465,17701.214921667815
2011-06-01,Xsvc,19050,17269.676123966234
2011-09-01,Xsvc,18623,17245.116490698612
2011-12-01,Xsvc,18430,17111.635653494726
2012-03-01,Xsvc,18235,16880.15627015214
2012-06-01,Xsvc,18544,17072.215745839152
2012-09-01,Xsvc,18228,17015.459398535746
2012-12-01,Xsvc,18494,16898.889208370918
2013-03-01,Xsvc,18648,17034.702935767367
2013-06-01,Xsvc,18802,16739.307755286824
2013-09-01,Xsvc,19280,17521.99454026134
2013-12-01,Xsvc,19595,18009.753135245075
2014-03-01,Xsvc,19647,18221.881618614203
2014-06-01,Xsvc,20226,18539.78407999822
2014-09-01,Xsvc,20634,19207.999350584163
2014-12-01,Xsvc,21438,19635.088266122242
2015-03-01,Xsvc,22057,19866.77192366998
2015-06-01,Xsvc,21790,20333.83827890337
2015-09-01,Xsvc,22355,20574.169516224763
2015-12-01,Xsvc,23026,20941.509143195188
2016-03-01,Xsvc,23056,21361.338868138653
2016-06-01,Xsvc,22851,22033.70506784246
2016-09-01,Xsvc,23817,22402.11689487019
2016-12-01,Xsvc,24155,23000.137331002563
2017-03-01,Xsvc,24657,23539.138472679217
2017-06-01,Xsvc,25891,24107.99580909002
2017-09-01,Xsvc,25350,24328.5510320864
2017-12-01,Xsvc,25272,25086.21753377758
2018-03-01,Xsvc,26356,25538.15263172333
2018-06-01,Xsvc,26966,25825.637800727432
2018-09-01,Xsvc,27264,26525.79146911922
2018-12-01,Xsvc,27843,26951.806501074974
2019-03-01,Xsvc,28221,27320.76606364037
2019-06-01,Xsvc,29174,27784.04153060794
2019-09-01,Xsvc,29798,28288.50789565856
2019-12-01,Xsvc,30331,28544.288427340318
2020-03-01,Xsvc,26050,24544.584889885773
2020-06-01,Xsvc,19625,20069.824048889568
2020-09-01,Xsvc,17856,17837.017200724636
2020-12-01,Xsvc,18644,17335.327915254875
2021-03-01,Xsvc,17653,17274.42696879113
2021-06-01,Xsvc,17671,16887.796095223963
2021-09-01,Xsvc,16206,16464.993851564293
2021-12-01,Xsvc,15999,15472.74298402959
2022-03-01,Xsvc,17064,17426.2950884317
2022-06-01,Xsvc,19408,19075.683490390238
2022-09-01,Xsvc,21327,20567.785447201026
2022-12-01,Xsvc,24076,22230.489655538764
2023-03-01,Xsvc,26553,23724.671952092485
2023-06-01,Xsvc,29144,25396.058245128745
2023-09-01,Xsvc,31061,27161.374482877818
2023-12-01,Xsvc,30769,28946.82461391711
2024-03-01,Xsvc,30905,29565.487946878355
2024-06-01,Xsvc,31699,29956.495664577495
2024-09-01,Xsvc,31449,30406.58384651891
2024-12-01,Xsvc,31911,30231.5483044966
2010-03-01,Mtot,95901,96423.9232863001
2010-06-01,Mtot,99649,97998.50803200112
2010-09-01,Mtot,98195,98505.53800737062
2010-12-01,Mtot,103091,99090.103350843
2011-03-01,Mtot,103780,99854.37881119538
